chapter,page,text
21.0,61,"While the baby is in the incubator, the baby’s parents, the doctors, and the nurses feed and take care of the baby."
21.0,61,"When the baby has grown big enough and is close to being as healthy as a baby who has spent a full nine months growing in the uterus, and can eat well and keep warm, its parents can take their baby home."
22.0,62,"Fortunately, there are ways other than sexual intercourse to have a baby."
22.0,62,"There can be many different reasons why an egg cell and a sperm cell are not able to unite, such as a female’s ovaries not releasing an egg each month, an egg being unable to travel through the Fallopian tubes, too few sperm traveling to the egg, or the sperm being too weak to travel to the egg."
22.0,62,"However, with the help of a doctor, a female’s egg can be fertilized by a male’s sperm and a pregnancy can begin."
22.0,62,An egg can be taken out of one of the ovaries by a doctor and put into a small glass dish filled with fluid along with sperm that have been ejaculated.
22.0,62,"After the egg has been fertilized by one of the sperm in the dish, the egg is returned to the uterus, and a pregnancy can begin."
22.0,62,This method of starting a pregnancy is called in vitro fertilization.
22.0,62,In vitro are the Latin words for in a glass .
22.0,62,"When a female’s eggs cannot be fertilized, she may choose to have an egg from another female’s ovaries put into a dish with sperm so that the egg can be fertilized."
22.0,62,The fertilized egg is then put into the first female’s uterus so that a pregnancy can begin.
22.0,62,This is called egg donation.
22.0,62,"When there are not enough sperm, or not enough sperm strong enough to swim to the egg, a doctor can place the male’s ejaculated sperm in the female’s vagina or uterus with a syringe."
22.0,62,"In the uterus, the sperm have a shorter distance to swim and a better chance of uniting with an egg in one of the Fallopian tubes."
22.0,62,"Starting a pregnancy this way, by placing sperm from a male into a female’s vagina or uterus, is called artificial insem- ination — even though there is nothing artificial about the egg and sperm or the uniting of the egg and sperm."
22.0,62,"Inseminate means to put a seed in , in other words, to make pregnant ."
22.0,62,This is also called alternative insemina- tion because it is an alternative way — another way — to become pregnant.
22.0,62,"Sometimes, if a male becomes very sick, the med- ication he needs to become well may lessen the number of sperm that he is able to make."
22.0,62,"Before the male takes the medi- cation, his ejaculated sperm can be placed in a sperm bank — a medical laboratory — to be frozen and stored for up to ten or fifteen years."
22.0,62,It can be used later to conceive a baby by artificial insemination.
22.0,62,Some healthy men also donate their sperm to a sperm bank to be used at a later date to help start a pregnancy.
22.0,62,"Sometimes, if a female becomes very sick, she may have"
22.0,63,"Her eggs are then frozen and stored, and if she chooses, used later to conceive a baby by in vitro fertilization."
22.0,63,"A healthy female who wants to wait until she is older to have a baby may also have her eggs frozen to be used, if she chooses, at a later date to conceive a baby by in vitro fertilization."
22.0,63,Some women who are not able to conceive a baby may choose to have a surrogate pregnancy.
22.0,63,"One kind of surro- gate pregnancy happens when a woman has an egg removed from her uterus by a doctor, and placed with a sperm from a male, who may or may not be her husband or partner, in a small dish in a medical laboratory — where the egg and the sperm can meet and grow into an embryo."
22.0,63,"That embryo is then implanted in another woman’s uterus, where it grows into a baby."
22.0,63,This woman is called a surrogate.
22.0,63,Another kind of surrogate pregnancy happens when the egg that joins with the donated sperm is the surrogate’s egg.
22.0,63,"Legal documents are made and signed before either of these processes start, so that when that baby is born, the baby goes home with and is the child of the woman and man whose egg, or whose surrogate’s egg, and sperm first joined together to make that baby."
22.0,63,"Or the baby is the child of and goes home with the two women, or the two men, or the single woman, or the single man who has chosen to have a surrogate pregnancy as their way to have a baby."
22.0,63,"There are people who are not able to conceive a baby at all — by sexual intercourse, by in vitro fertilization, or by artificial insemination."
22.0,63,Or they do not choose to have a surro- gate pregnancy.
22.0,63,But they can start a family by adopting a baby or child.
22.0,63,Adoption means that a family will bring another family’s baby or child into their family and raise that child as their very own.
22.0,64,An adopted child becomes a member of his or her new family.
22.0,64,Many people choose to adopt children because they are not able to conceive a baby.
22.0,64,Some people who can conceive a baby also choose to adopt children.
22.0,64,"Adoption usually occurs when a parent or parents who are unable to take care of their newborn baby or child decide to have someone else care for, bring up, and love their baby or child."
22.0,64,Adoption is a legal act.
22.0,64,This means that the child’s birth parent or parents sign a paper in front of a lawyer or judge that says that they are giving their child forever to a parent or parents who want to and are able to take care of the child.
22.0,64,The new adoptive parent or parents agree to raise the child as their own.
22.0,64,They too sign the adoption paper in front of a lawyer or judge.
22.0,64,There are many ways to have a baby and create a family.
22.0,64,"But no matter how people have a child, caring for and loving one can be a wonderful and amazing experience."
23.0,65,But a person should always remember that vaginal intercourse can result in pregnancy and having a baby.
23.0,65,"A person should also remember that vaginal, oral, or anal intercourse can result in a person becoming infected with a disease, even very serious diseases."
23.0,65,Many young people choose to wait to have sexual intercourse until they feel they are either old enough or responsible enough to make healthy decisions about sex.
23.0,65,This is called “post­ponement.” Postponement means to delay until a later time .
23.0,65,But the only sure way not to have an unwanted preg- nancy is to not have vaginal intercourse.
23.0,65,The only sure way not to get infected is to not have sexual contact with another person.
23.0,65,"Not having sex is called “abstinence.” Abstinence means to abstain, to keep from doing something you want to do."
23.0,65,Post­ponement and abstinence can prevent the start of a preg- nancy and can also help prevent a person from getting or passing on infections that are spread by sexual contact.
23.0,65,These kinds of infections are called sexually transmitted diseases or sexually transmitted infections.
23.0,65,They are also called STDs or STIs for short.
23.0,65,Many people who choose to postpone or abstain from sexual
23.0,66,"Sometimes, when people choose to have vaginal inter- course, they have planned to have a baby."
23.0,66,But other people may want to wait to have a baby or may not want to have a baby at all.
23.0,66,That’s why knowing how to prevent pregnancy is important.
23.0,66,Birth control and contraception are the two names given to the many ways of preventing a pregnancy.
23.0,66,Contra is the Latin word for against .
23.0,66,"Ception is part of the word conception, which means beginning."
23.0,66,Contraception means against beginning a pregnancy.
23.0,66,"There are many kinds of birth control, and some work better than others."
23.0,66,"For most kinds, a person must learn how to use them correctly and every time he or she has sexual intercourse in order for them to work."
23.0,66,"However, no method of birth control can be guaranteed to work 100 percent of the time."
23.0,66,"If a person makes the decision to have sexual intercourse, the most useful protection against pregnancy is the correct use of birth control before or at the time of sexual intercourse."
23.0,66,It’s important to know and remember that using any type of birth control can help to prevent a pregnancy and most often it does prevent a pregnancy.
23.0,66,But using ANY type of birth control method without also using a condom does not pro- tect a couple from getting or passing on a sexually trans- mitted disease.
23.0,66,That’s why a couple must also use a condom.
23.0,66,It’s also important to know and remember that the best protection from becoming infected with a sexually transmitted disease AND from becoming pregnant is for a couple to use a condom WITH another type of birth control.
23.0,66,"Condoms can be bought at a drugstore, a convenience store, or a supermarket."
23.0,66,They are often displayed in a special section or on the counter next to the cash register — and no prescription is needed.
23.0,66,Condoms can also be bought online.
23.0,66,"A male condom is a soft, very thin cover that fits over an erect penis."
23.0,66,"When a male ejaculates, semen is kept inside the condom and sperm are not able to enter the vagina and unite with an egg."
23.0,66,Condoms are called “rubbers” because they are usually made out of a rubbery material called latex.
23.0,66,There are other types of male condoms made out of rubbery materials called polyurethane and polyisoprene.
23.0,66,"It is important to use a latex, polyurethane, or polyisoprene condom — not a lambskin condom."
23.0,66,"Viruses that are trans- mitted by sexual contact, such as HIV and hepatitis B can seep through the tiny pores in the lambskin and cause a person to become infected."
23.0,67,"A condom designed to fit inside the vagina, called the female condom, is often made out of a rubbery material called synthetic nitrile."
23.0,67,This soft pouch­ like condom is inserted into the vagina before sexual intercourse.
23.0,67,"Using a new condom during sexual intercourse, correctly and every time, can also help prevent the spread of infections — mild infections as well as life-­ threatening infections such as HIV and hepatitis B."
23.0,67,This is a way of practicing safer sex.
23.0,67,The most common infection that can be passed on is chlamydia.
23.0,67,"Although chlamydia is not life-threatening, it can cause infertility so that a female will not be able to become pregnant in the future and have a baby."
23.0,67,"It’s important to understand that any type of birth control method, when used by itself — without a condom — cannot prevent a person from getting an infection from or passing on an infection to another person."
23.0,67,"It is also important to use condoms with silicone- or water-based lubricants made especially for sex, and not made with oil."
23.0,67,Oil can damage and break a latex condom.
23.0,67,"The IUD, the implant, and Depo-Provera are the most effective kinds of birth control."
23.0,67,"The pill, the patch, and the ring are almost as effective."
23.0,67,"Other kinds of birth control can also be effective, but are not quite as effective."
23.0,67,"The IUD, Depo-Provera, the implant, birth control pills, the patch, the ring, the cervical cap, and the diaphragm are all contraceptives that a female can obtain only after talking with a trained health-care professional — a doctor, midwife, nurse practitioner, or a physician’s assistant — and obtaining a written prescription."
23.0,67,The prescribed birth control method can then be obtained at a doctor’s office or health clinic or purchased at a drugstore or from an online pharmacy.
23.0,67,"An IUD, or intrauterine device, is a small plastic device that is placed inside the uterus by a trained health-care professional and affects the way sperm move — so that sperm cannot swim to and join with an egg."
23.0,67,The implant and Depo- Provera are birth control methods that contain artificial hormones that keep the ovaries from releasing eggs.
23.0,68,It can also make the fluid around the cervix thicker — keeping a sperm from joining an egg.
23.0,68,Depo-Provera is injected in a female’s upper arm or buttocks every three months.
23.0,68,"Birth control pills, commonly called “the pill,” contain artificial hormones that keep ovaries from releasing eggs."
23.0,68,A female must remember to follow the directions for taking a pill each day for this method to work.
23.0,68,The patch and the ring contain and release artificial hormones that can keep the ovaries from releasing eggs.
23.0,68,"The patch is a thin, square patch of plastic that sticks to the skin and looks like a bandage."
23.0,68,"It is placed by a female on the skin of her upper arm, upper torso, stomach, or buttocks — but should not be placed on the breasts."
23.0,68,"Each week for three weeks, a new patch is placed on the female’s body."
23.0,68,"The fourth week, no patch is used."
23.0,68,"The next month, the same process begins again."
23.0,68,"The ring is a small, soft, flexible plastic ring a female inserts into her vagina."
23.0,69,"After that week, the female inserts a new ring."
23.0,69,The cervical cap and diaphragm are small rubbery cups that fit inside the vagina and are placed against the cervix before sexual intercourse.
23.0,69,Both can prevent sperm from entering the cervix and traveling to the Fallopian tubes.
23.0,69,And both must be used with a spermicide.
23.0,69,"Spermicide comes in different forms — foams, creams and jellies, and gels."
23.0,69,The chemical in sper- micide can kill sperm.
23.0,69,Sponges containing spermicide may also block sperm and keep them from joining an egg.
23.0,69,These kinds of contraceptives are inserted into the vagina before sexual intercourse.
23.0,69,"But they are not always able to kill, block, or catch every sperm and do not protect a person from getting or passing on an infection."
23.0,69,Spermicide should not be used if a person is having inter- course often or having anal sex.
23.0,69,"Frequent use may cause irritation, which could increase the risk of infection."
23.0,69,"Spermicide and sponges can be bought at a drugstore, a convenience store, or a supermarket."
23.0,69,"They are often displayed in a special section, and no prescription is needed."
23.0,69,They can also be bought online.
23.0,69,If there is an emergency and a woman or girl has been raped — forced to have sex against her will — there are emergency contraceptive pills that she can take to prevent the start of a pregnancy.
23.0,69,"These pills are also called “morning-after pills.” They can also be used if a condom breaks, or is not put on properly, or a patch falls off, or a woman or girl has unpro- tected sex for any reason."
23.0,69,But they should not be relied upon as a regular form of birth con- trol because there are many other kinds of methods that are more effective.
23.0,69,"Morning-after pills contain hormones that are thought to delay ovulation and prevent the ovaries from releasing any eggs, so that pregnancy cannot begin."
23.0,69,Some types of these pills must be taken within 72 hours — three days — after vaginal intercourse.
23.0,69,Other types must be taken within 120 hours — five days — after vaginal intercourse.
23.0,69,And they are more effective when taken as soon as possible after unprotected vaginal intercourse.
23.0,69,"However, any time a female has unprotected intercourse and does not want to become pregnant, she will need to take the pills again."
23.0,69,"With some brands, it is only necessary to take one pill."
23.0,69,"With other brands, it is necessary to take two pills."
23.0,69,Some brands of the morning-­ after pill can be purchased by a female or male of any age and without a prescription at a local drugstore or online.
23.0,69,There are also brands that can only be purchased with a prescription from a healthcare professional.
23.0,69,"An IUD can also be inserted as a form of emergency contra­ ception, and this must be done by a health-care professional."
23.0,69,"Some methods of birth control, such as the rhythm method or the withdrawal method, are not considered effective for preventing pregnancy or STDs."
23.0,69,"When a male and a female use the rhythm method, they try to figure out when the female’s ovary has released an egg and then abstain from having vaginal intercourse during that time."
23.0,69,"However, it is very difficult to know when an"
23.0,70,"When a couple uses the withdrawal method, the male removes his penis from the female’s vagina just before he ejaculates."
23.0,70,This method does not work very well either because some semen may leak out before ejaculation or because the male may fail to remove his penis before he ejaculates.
23.0,70,"Sometimes when people decide not to have more children, they may choose to have a simple operation called sterilization."
23.0,70,When a male has this operation — called a vasectomy — a small piece of the vas deferens is removed or tied off by a doctor.
23.0,70,"As a result, the semen that is ejaculated no longer carries any sperm."
23.0,70,When a female has this operation — called a tubal liga- tion or a tubal sterilization — a small piece of each Fallopian tube is removed or tied off or blocked by a doctor so that an egg cannot get to the uterus and sperm cannot get to an egg.
23.0,70,Some religions and groups and some individuals believe that using any method of birth control is wrong.
23.0,70,Others believe that using the rhythm method and withdrawal method is fine.
23.0,70,"However, they also believe that using over-the-counter and pre- scription birth control methods is wrong."
23.0,70,Still many others think birth control is a fine and responsible way to prevent an unwanted pregnancy or delay having a baby.
23.0,70,These people use birth control to help them plan a family.
23.0,70,"Your parent or parents, doctor or nurse, or other health- care providers are good people to talk with about birth control, post­ponement, and abstinence."
23.0,70,"If you talk with a doctor or nurse or health-care provider, your talk will be confidential."
23.0,70,Neighborhood health clinics or family planning clinics are also places to go for information.
24.0,71,Some pregnant females choose to have abortions.
24.0,71,"People’s feelings about having abortions are not always simple, however, and can range from relief to sadness, from worry to fear."
24.0,71,The word abort means to stop or to end something at an early stage.
24.0,71,"An abortion is usually performed in a clinic or a hospital by a doctor or other trained health-care professional and is a safe procedure, especially when done early in the pregnancy."
24.0,71,The pregnancy is ended by removing the embryo or fetus from the uterus.
24.0,71,"The procedure itself takes about ﬁve minutes and is usually performed during the ﬁrst three months of pregnancy, before most females even look pregnant."
24.0,71,There are pills that can end a pregnancy and are used as another method of abortion.
24.0,71,They can be taken by a pregnant female during the ﬁrst nine weeks of a pregnancy and require visits to a doctor’s ofﬁce or a clinic.
24.0,71,The pregnant female then takes a series of pills over several days.
24.0,71,The pills cause the lining of the uterus and the embryo to leave the female’s body.
24.0,71,"These are some, but not all, of the reasons why a female or a couple might want or need to end a pregnancy: • The female has an illness or inherited disease that makes the pregnancy or birth dangerous to her health and might even cause her death."
24.0,71,People have very strong feelings about whether or not a female has the right to choose to have an abortion.
24.0,71,"In some countries, abortion is a right for all women and girls; while in others, the right to abortion is only permitted in some circumstances."
24.0,71,"In 1973, the Supreme Court of the United States, which is the highest and most powerful court in the nation, ruled that a woman has the right to end an unwanted pregnancy."
24.0,71,This ruling also says that no state can limit that right until very late in the pregnancy when the fetus could survive outside the
24.0,72,"The Court said it is up to each state how much to restrict abortion at this point in a pregnancy, so long as no restriction interferes with a woman’s choice to end her pregnancy in order to preserve her own life or health."
24.0,72,The name of the 1973 Supreme Court decision is Roe versus Wade.
24.0,72,Some individuals and groups are strongly for this decision and others are strongly against it.
24.0,72,People who support the Supreme Court decision favor a woman’s right to choose for herself whether or not to have an abortion.
24.0,72,"They believe that this is a deeply private and personal choice and should therefore be made by the individual female, not by the government."
24.0,72,People who think that this decision should be changed so that abortion is no longer legal — is no longer allowed — believe that the ruling allowing a woman to choose for herself whether or not to have an abortion is wrong.
24.0,72,They believe that life begins when a baby is conceived and that an embryo or fetus has a right to life — a right to grow in a woman’s body and to be born whether or not that woman wants to have a baby.
24.0,72,The rulings and laws about a woman’s right to have an abortion have changed over the years and may continue to change.
24.0,72,"In 1992, the Supreme Court ruled to support their earlier 1973 decision guaran- teeing a woman’s right to decide whether or not to end a preg- nancy."
24.0,72,"However, the Court also ruled that any state in the nation may impose some restrictions on a woman’s right to an abor- tion at any time during a preg- nancy, but that it cannot outlaw abortion completely, or impose a substantial obstacle that can prevent a woman from getting an abortion."
24.0,72,"Then in 2000, the Supreme Court again ruled to support a woman’s right to have an abortion and made it clear that women, in consultation with their doctors, must be free to choose whatever method of abortion is safest for their health."
24.0,72,In 2007 the Court reversed course and further restricted the right to choose abortion.
24.0,72,"It ruled that state governments and the federal government can prevent women from obtaining a specific method of abortion called intact dilation and extraction, as long as other methods are available."
24.0,72,"In this Supreme Court decision, Gonzales versus Carhart, the Court upheld a federal law banning this method — even when doctors think it is medically the safest for women."
24.0,72,State governments have also made many laws that restrict and make it more difficult for a female to get an abortion.
24.0,72,"For example, some states require that before an abortion can be performed, • any female under the age of eighteen has to have the consent of one or both of her parents or a judge’s permission, depending on the laws of the state."
24.0,73,"In addition, some states have passed other laws that can also restrict abortions for females, such as, • a female cannot use medical insurance to pay for an abortion."
24.0,73,"Because laws can and do change, you might want to ask your parent, or teacher, or doctor, or nurse, or a psychologist what the laws and rulings about abortion are at this time, or what they are in your state."
24.0,73,"Sometimes, usually during the early months of pregnancy, an abortion happens by itself, without a medical procedure."
24.0,73,This is called a spontaneous abortion or a mis­carriage.
24.0,73,"When this happens, the embryo or fetus is released from the mother’s uterus without warning, often because it is not developing normally."
24.0,73,"Doctors do not always understand why mis­carriages happen, but they know that females who have mis­carriages can usually become pregnant again and give birth to healthy babies."
24.0,73,The same is true for females who have chosen to have an abortion.
25.0,74,And many kids use tablets or computers to go online to contact others and to find information.
25.0,74,"But it’s important to remember that cell phones, tablets, and computers are just machines."
25.0,74,"And while these devices can provide good, fast ways to get information or to communicate with another person by texting, instant messaging, e-mailing, or contacting a friend online, they are not a substitute for actually being with a real person in real time."
25.0,74,"In fact, in every relationship and in every friendship, being with another person is very important."
25.0,74,"It’s also very important to know and remember that any- thing and everything you put in a text, or instant message, or post online is there forever, and may not remain private if someone sends it on to or shares it with another person."
25.0,74,Chances are that you spend time online and that you already
25.0,75,"You may also go online to watch videos, play games, get homework assignments, get help with homework, or to keep in touch with other people."
25.0,75,Some of you may contact friends online by going on a social network site where friends can also communicate with one another.
25.0,75,Information you may find on the Internet can be very useful.
25.0,75,Going to websites and online encyclopedias and dictionaries can be a quick way to find information you are looking for.
25.0,75,Searching for a word or topic online can also be helpful.
25.0,75,"Older kids and teens can find lots of responsible information online — including information about bodies, puberty, sex, and sexual health."
25.0,75,Here are some ways websites can be helpful.
25.0,75,"For example, if you are curious or have questions about puberty or HIV/AIDS, you can look up these and other topics online and learn about them."
25.0,75,"If you are the only girl in your class who has not started having periods or the only boy in your class whose voice has not changed, you can go online and most likely find out that not getting your period yet or not having your voice change yet is perfectly normal."
25.0,75,Information on the Internet about sex and bodies that is specifically written for older kids and teens can also help a person make good and safe decisions about sexual health.
25.0,75,"That’s because you can find facts on the Internet about topics such as the real risks of unprotected sexual contact, including pregnancy and the very real risk of being infected by a sexually transmitted disease."
25.0,75,The Internet can also be a good place to check out if what you think you know or have heard about bodies or sex from your friends is true or not.
25.0,75,Here are some things you need to think about when you go on the Internet.
25.0,75,"There can be a lot of inap- propriate, weird, confusing, uncomfortable, creepy, scary, or even dangerous websites that you can end up on when looking for information."
25.0,75,"This can happen if you end up on a website by accident, or on purpose, that has material you were not expecting."
25.0,75,"While some of this information can feel exciting for kids and teens, it can also feel scary, upsetting, strange, gross, troubling, or puzzling."
25.0,75,"Often kids and teens have many of these feelings all at the same time, and that can also feel confusing or even disturbing."
25.0,75,Some websites are not always what they tell you they are.
25.0,75,They are not real or responsible health or medical sites.
25.0,75,"And they could contain health or medical information that is scientifically or medically wrong, or information that is not up-to-date or not always true or correct."
25.0,75,Wrong or old informa- tion can be harmful or even danger­ous.
25.0,75,It is not safe and it may not help you to stay healthy.
25.0,75,And it can cause you to make decisions about your body and sex that are not healthy decisions for you or
25.0,76,"That’s why it’s very important to check with a trusted adult — your parent, or a teacher, librarian, therapist, school counselor, doctor, nurse, or clergyperson — to make sure the website you are going to or have just gone to has accurate and up-to-date information."
25.0,76,"If you happen to end up on a website and you see anything or read anything that makes you feel uncomfortable in any way, remember that you have not done anything wrong."
25.0,76,You thought you were going to a responsible website and then you ended up somewhere else.
25.0,76,You may even find your- self on a site that has photos or videos of naked bodies or sexual acts that are created to make a person feel sexually excited.
25.0,76,Some people call these kinds of photos or videos “porn” or “pornography.” Some kids do not want to see these kinds of images at all.
25.0,76,Other kids are curious about them and may find them exciting.
25.0,76,"Even so, people think that kids should stay away from porn."
25.0,76,"In some cases, passing on some kinds of porn to others can be risky and might be considered illegal."
25.0,76,That’s one reason why it’s also important to talk with a trusted person if you end up on a porn site — no matter why you ended up on that site.
25.0,76,"Whether you happen to end up on one of these sites, or on any site, by accident or on purpose — if what you see is upsetting, scary, confusing, gross, and/or weird, or more than you ever want to see about bodies or sex, and makes you feel uncomfortable, leave that site right away."
25.0,76,And talk with a person you know and trust right away.
25.0,76,Talking with someone about what you saw and how you feel can be very helpful.
25.0,76,"Usually, but not always, the people in these photos or videos are actors, who are not having caring, loving, real relation­ships, and are not having relationships in which they treat each other with respect."
25.0,76,"What is important to know and understand is that what really matters in any relation­ship involving sex is that people treat one another in respectful, caring, and loving ways."
25.0,76,"No matter what, if you ever find yourself in an inappropriate or uncomfortable situation while you are on the Internet, always remember that you don’t need to look at or read what is online, whether you have gone there by mistake or because you thought you wanted to be there."
25.0,77,"And if you read something in a text message, an instant message, or receive an e-mail that worries you in any way, do not reply."
25.0,77,"Instead, talk with a responsible and trusted person about what you just saw or read."
25.0,77,Here are some rules to think about when you go online to talk to or meet someone through a social network site.
25.0,77,Following these rules can help you protect yourself.
25.0,77,"And whenever you set up privacy settings, it’s a good idea to check in with a parent or trusted adult to help you make sure you have set up your settings in a way that protects you."
25.0,77,This means that it is possible that people you know and even strangers could see posts you do not want them to see — posts you thought were private and wanted to keep private.
25.0,77,So be sure to check the privacy settings on any site you go on.
25.0,77,It is also extremely important to make sure that you use privacy settings to make sure that information from and about you is blocked from everyone except the people on your online “friends” list.
25.0,77,"And if someone instant- messages or e-mails you, or says that he or she is a “buddy” or “friend” but has a screen name you do not recognize, then block that screen name so that person cannot contact you again."
25.0,77,"If anyone asks you questions that you do not want to answer, do not answer them, and immediately tell a trusted adult."
25.0,77,And never give anyone your password.
25.0,77,The same rule applies if someone you don’t know instant-­messages or text-­ messages you and tries to get you to come and meet them in person.
25.0,77,Some strangers who contact you online could be grown-ups pretending to be kids as a way to get you to meet them.
25.0,77,You cannot know for sure who a stranger on the Internet really is.
25.0,77,It’s even possible that you could be physically hurt by a stranger.
25.0,77,"You need to tell a trusted adult immediately if a stranger ever contacts you online and asks to meet you in person, even if the stranger tells you to keep this a secret."
25.0,77,Finding and telling a trusted adult can help you to stay safe.
25.0,78,"Texting or posting sexual messages, photos, or videos to someone over the Internet is called “sexting,” which is a combination of two words — sex and texting."
25.0,78,"In some states, “sexting” may be considered a crime."
25.0,78,That is one more reason to be extremely careful about what you decide to send to someone via the Internet.
25.0,78,"It matters that you know that what you send may not remain private and what that could mean for you and your friends and family — especially some- thing that might be considered “sexting.” Thinking about this may help you to decide not to text, post, or send something that is private about you and/or your body or about any friend."
25.0,78,"Never text, e-mail, or post or copy videos or photos of you or your family or friends on the Internet that you would not want your parent or teacher or principal to see."
25.0,78,"Never text, e-mail, or post or copy a video or photo of yourself, or any part of your body, even if you think sending a picture of your belly button or a picture of you in boxer shorts or in polka-dot underpants is funny."
25.0,78,"Someone can send this video or photo to all of your classmates, even to other schools and all around the world."
25.0,78,"If just one person sends it on, it can go anywhere on the Internet, to anyone else’s cell phone, tablet, computer — to other kids, to your parent, or even to your teacher or the principal of your school, and even to strangers."
25.0,78,"The same thing is true with words you may text, e-mail, or post via the Internet."
25.0,78,Behave as carefully online as you would in everyday contact with another person.
25.0,78,"Before you say some- thing mean about someone or get angry with someone in a text message, post, or e-mail, think twice before sending those strong words."
25.0,78,"Once your words are on the Internet, they are there forever, and you cannot get those words back."
25.0,78,Others whom you do not want to see those words may end up seeing them.
25.0,78,There is no way to guarantee that what you have sent will remain private.
25.0,78,"If you say online that someone is fat or skinny or sexy or ugly or beautiful or handsome, what you have"
25.0,79,"Saying something mean, or bullying someone, or spreading any kind of gossip, even sexy gossip, about another person, can make that person feel really crummy and can hurt that person’s feelings."
25.0,79,"When someone does this online by texting, posting, or e-mailing, it is called cyber-bullying ."
25.0,79,To bully means to mistreat another person .
25.0,79,Cyber-bullying means mistreating another person online .
25.0,79,Many parents and schools have rules about using cell phones and the Internet.
25.0,79,Many schools have forms to sign to make sure you follow their rules when on the Internet or on a cell phone.
25.0,79,These rules and forms are not about keeping you from finding information online or from being in touch with friends.
25.0,79,"Parents and teachers have these rules and forms to keep you safe — whenever you use a cell phone, tablet, or computer."
25.0,79,"You may wonder, safe from what?"
25.0,79,"Parents, teachers, and librarians are afraid that you will end up on a website that might upset or possibly harm you, and they want to stop either of those things from hap- pening to you."
25.0,79,These rules can help keep you safe whenever you are online or on your cell phone.
25.0,79,"And they can help make sure that any private informa- tion about you stays private, so that strangers cannot contact you or meet you."
25.0,79,Every family and school may feel differently about cell phones and the Internet and may have different rules.
25.0,79,"It’s important to talk with your family about their rules and to also find out what the rules are in your school, so that you do stay safe."
25.0,79,Finding healthy information and staying safe on the Internet is something most everyone can do.
25.0,79,"But if you need help or come across information that’s upset- ting, or if someone online whom you don’t know tries to meet you in person — make sure you go and talk to an adult you trust."
25.0,79,That adult can help you to stay both healthy and safe.
25.0,79,Going online can be useful and interesting because of the many wonderful and responsible websites that can help you find the information you are looking for — or new or different infor- mation that you may find by chance.
25.0,79,The information you find on responsible websites can turn out to be helpful to you by answering questions or addressing concerns you may have about sexual health.
25.0,79,It can also help you think about yourself and your friends in new and caring ways as you are growing up and going through puberty and adolescence.
26.0,80,This kind of behavior is called sexual abuse.
26.0,80,Sexual abuse is a subject that kids and adults find very hard and painful to think about and talk about.
26.0,80,People often hear a lot of wrong and confusing things about it.
26.0,80,"Though most kids have probably heard the words sexual abuse, that doesn’t mean they know exactly what those words mean."
26.0,80,Sexual means having something to do with sex .
26.0,80,"Abuse means to treat wrongly, to mistreat."
26.0,80,Sexual abuse happens when someone mistreats a person in a sexual way.
26.0,80,Sometimes it happens when someone who is more powerful than another person or when someone who is older than another person takes advantage of that person in a sexual way.
26.0,80,It is wrong for anyone to take advantage of another person just because he or she is older or more powerful.
26.0,80,Most of us — kids and grown-ups — are taught rules as we are growing up about treating others with respect.
26.0,80,Sexual abuse happens when someone breaks the rules that have to do with another person’s body.
26.0,80,When someone talks about or makes unwanted or inappropriate sexual comments to another person about that person’s body — that’s one kind of sexual abuse.
26.0,80,"Sexual abuse also happens when someone touches or does something to the private parts — the sexual parts — of another person’s body that that person does not want him or her to do, or when someone makes another person do something to his or her private parts that the person does not want to do."
26.0,80,"This someone can be someone the person knows, someone the person loves, or a stranger."
26.0,80,"The truth is that it is most likely, but not always, someone the person knows."
26.0,80,Sexual abuse can happen between kids and adults — even between a parent and a child.
26.0,80,It can also happen between one kid and another kid and between brothers and sisters.
26.0,80,It can happen to both boys and girls.
26.0,80,"The usual and normal daily hugging, kissing, touching, and holding hands that go on among family members and"
26.0,81,A doctor’s or nurse’s physical examination of a person’s body is not sexual abuse either.
26.0,81,Everyone needs to have regular medical checkups to stay healthy.
26.0,81,Sexual abuse can feel painful or even hurt a lot.
26.0,81,But not all sexual abuse hurts.
26.0,81,"In fact, a person can be abused in a way that can feel loving and gentle."
26.0,81,"When this happens, a person can feel very confused, because it’s almost impossible to under- stand how something so wrong can feel gentle or loving."
26.0,81,"In any sexual touching or sexual relationship, every male and female — even if one person is stronger or older or more powerful than the other person — has the responsibility to have a caring, thoughtful, and respectful relationship with the other person."
26.0,81,"Boys need to respect girls and girls need to respect boys by not coercing — which means forcing — the other person to engage in any type of sexual relationship, even when one’s sexual feelings are very strong."
26.0,81,"Whether sexual abuse hurts or feels gentle or even loving, it is always wrong."
26.0,81,"People, especially grown-ups, know it is wrong."
26.0,81,It is not your fault if it happens to you.
26.0,81,"Even if kids do not know the rules, grown-ups do or should know the rules."
26.0,81,It is important always to remember that your body belongs to you.
26.0,81,It’s also important to know there are lots of people around who do care about kids and want to keep them safe.
26.0,81,"If anyone tries to do some- thing to your body that you don’t want them to do or don’t think they should do, say, “NO!” or “STOP!” or “DON’T!” to the person who is abusing you."
26.0,81,Some of you may have heard the word harass .
26.0,81,Harass means to annoy or bother .
26.0,81,"If anyone harasses or bothers you by talking about sex, by using rude or dirty words about sex when you don’t want them to, or by talking about your body in a way that you don’t like — tell that person to STOP!"
26.0,81,"Even though that person is not actually touching your body, talking about sex or your body in this way can be a kind of sexual abuse."
